,query,label,label_id
341,Как скопировать оферту?,Вопросы по базе знаний,0
342,Что такое шаблон стандартной товарной единицы (СТЕ)?,Вопросы по базе знаний,0
343,"Как указать НДС, если мы работаем без НДС",Вопросы по базе знаний,0
344,Заказчик не видит УПД,Техническая поддержка,1
345,Как найти потребность на Портале поставщиков?,Вопросы по базе знаний,0
346,Поиск стандартной товарной единицы (СТЕ),Вопросы по базе знаний,0
347,Заявка отклонена с причиной «Предложена другая СТЕ»?,Вопросы по базе знаний,0
348,Как поменять КПГЗ в оферте?,Вопросы по базе знаний,0
349,Как изменить сведения о компании?,Вопросы по базе знаний,0
350,Как изменить наименование организации на Портале поставщиков?,Вопросы по базе знаний,0
351,Как изменить контактную информацию организации на Портале поставщиков?,Вопросы по базе знаний,0
352,Как изменить банковские реквизиты организации на Портале поставщиков?,Вопросы по базе знаний,0
353,Как добавить банковский счет в банковские реквизиты организации на Портале поставщиков?,Вопросы по базе знаний,0
354,Как создать нового пользователя ?,Вопросы по базе знаний,0
355,"Как перевести УПД в статус редактирования по контракту, имеющему электронное исполнение через оператора ЭДО Калуга Астрал?",Вопросы по базе знаний,0
356,"Как при формировании УПД по контракту, имеющему электронное исполнение через оператора ЭДО Калуга Астрал, изменить наименование товара?",Вопросы по базе знаний,0
357,Наименование закупочной продукции в исполнении контракта не соответствует наименованию продукции в контракте,Техническая поддержка,1
358,Ошибка: Не указано ни одного счета с отметкой «Счет используется в контрактной системе»,Техническая поддержка,1
359,При сохранении спецификации исполнения по контракту малого объема возникает ошибка: Не заполнено поле «Сумма штрафа/пени по исполнению контракта»,Техническая поддержка,1
360,Как на Портале поставщиков пользователю установить параметр «Счет используется в контрактной системе» в банковских реквизитах?,Вопросы по базе знаний,0
361,Как изменить адрес организации на Портале поставщиков?,Вопросы по базе знаний,0
362,Как проверить статус заявки на регистрацию/изменение данных компании на Портале поставщиков?,Вопросы по базе знаний,0
363,Поиск оферты по номеру,Вопросы по базе знаний,0
364,Электронное исполнение,Вопросы по базе знаний,0
365,Руководство пользователя по электронному исполнению контракта,Вопросы по базе знаний,0
366,Контракт сформирован ошибочно или нарушен процесс обмена данным об УПД между ЕИС и Порталом поставщиков,Техническая поддержка,1
367,Руководство пользователя для покупателя (ПТК),Вопросы по базе знаний,0
368,"Как в Исполнении контрактов, электронно актируемых через ЕИС, указать КПП крупнейшем налогоплательщике, и что делать, если у организации 2 и более КПП",Вопросы по базе знаний,0
369,"Что делать по Исполнениям контрактов, электронно актируемых через ЕИС, если контракт сформирован ошибочно или нарушен процесс обмена данным об УПД между ЕИС и Порталом поставщиков",Техническая поддержка,1
370,Как производителю разместить товар в каталоге предложений?,Вопросы по базе знаний,0
371,Как создать заявку на СТЕ без ценового предложения?,Вопросы по базе знаний,0
372,Тестовая статья,Нерелевантный запрос,2
373,Как создать закупку из корзины?,Вопросы по базе знаний,0
374,Как обсудить детали по совместной котировочной сессии?,Вопросы по базе знаний,0
375,Публикация информации о Портале в выбранной социальной сети,Вопросы по базе знаний,0
376,Как сформировать УПД по товарам с разными номерами таможенной декларации?,Вопросы по базе знаний,0
377,"Что делать , если появляется ошибка ""Операция завершена с ошибкой"" , ""При загрузке характеристик произошла ошибка"" при попытке выбрать вид товара/работы/услуги в создаваемой котировочной сессии на Портале поставщиков?",Техническая поддержка,1
378,Товары (СТЕ),Вопросы по базе знаний,0
379,Просмотр статуса обращения в службу технической поддержки авторизованного пользователя,Вопросы по базе знаний,0
380,Создание обращения в службу технической поддержки,Вопросы по базе знаний,0
381,Как указать несколько регионов при создании СТЕ,Вопросы по базе знаний,0
382,Как сформировать УПД по товарам с разными номерами таможенной декларации?,Вопросы по базе знаний,0
383,Автоставки,Вопросы по базе знаний,0
384,"Внесение изменений в отправленный, но ещё не подписанный документ исполнения",Вопросы по базе знаний,0
385,"Удаление исполнения по контрактам, исполняющимся электронно через ЕИС",Вопросы по базе знаний,0
386,Ответ на уведомление об уточнении - создание исправительного УПД в исполнении через ЕИС,Вопросы по базе знаний,0
387,Заключенный контракт не отображается в личном кабинете поставщика,Техническая поддержка,1
388,Можно ли изменить номер контракта в карточке контракта?,Вопросы по базе знаний,0
389,Почему не получается скачать документ контракта/подписанный документ контракта?,Техническая поддержка,1
390,Карта сайта,Нерелевантный запрос,2
391,Действия поставщика после отправки приглашения заказчику на установку связи по ЭДО,Вопросы по базе знаний,0
392,Создание обращения в службу технической поддержки,Вопросы по базе знаний,0
393,Заказчику не приходит УПД,Техническая поддержка,1
394,Код КПГЗ в оферте отличается от СТЕ,Техническая поддержка,1
395,Как направить УПД заказчику повторно,Вопросы по базе знаний,0
396,Как прикрепить электронную подпись?,Вопросы по базе знаний,0
397,Как сформировать счет при электронном документообороте,Вопросы по базе знаний,0
398,Какая электронная подпись используется на Портале поставщиков?,Вопросы по базе знаний,0
399,Некорректно указана дата заключения контракта,Техническая поддержка,1
400,Некорректно указана дата окончания периода действия контракта,Техническая поддержка,1
401,Необходимо ли регистрироваться в ЭДО для исполнения последующих контрактов?,Вопросы по базе знаний,0
402,Заказчик не зарегистрирован в системе ЭДО,Техническая поддержка,1
403,Проверить статус обращения в службу технической поддержки,Вопросы по базе знаний,0
404,Я зарегистрирован в ЭДО?,Техническая поддержка,1
405,Какие действия нужно совершить заказчику после подтверждения заявки поставщиком на прямую закупку?,Вопросы по базе знаний,0
406,Кто может являться заказчиком на Портале поставщиков?,Вопросы по базе знаний,0
407,Изменить предмет контракта у регионального заказчика,Вопросы по базе знаний,0
408,Создание дополнительного соглашения,Вопросы по базе знаний,0
409,Отсутствуют электронные подписи сторон в заключенном контракте,Техническая поддержка,1
410,"При заполнении заявки на регистрацию отсутствует поле ""Контактный телефон""",Техническая поддержка,1
411,Ошибка при вводе контактного телефона,Техническая поддержка,1
412,Как заполнить раздел «Контактная информация» в профиле компании в случае отсутствия сайта?,Вопросы по базе знаний,0
413,Как заполнить поле адрес при подаче заявки на регистрацию компании на Портале поставщиков?,Вопросы по базе знаний,0
414,"Как удалить УПД по контракту, электронно исполняемому через оператора ЭДО Калуга Астрал?",Вопросы по базе знаний,0
415,"Как в исполнениях контрактов, электронно актируемых через ГИС ЕИС, заполнить сведения о лекарственном препарате",Вопросы по базе знаний,0
416,Какие действия необходимо выполнить при запросе 2 xml и ИдТрПакет от службы технической поддержки ГИС ЕИС,Вопросы по базе знаний,0
417,"Как в исполнении контрактов, электронно актируемых через ГИС ЕИС, вернуть УПД в черновик",Вопросы по базе знаний,0
418,"Что делать, если в течение продолжительного времени не отображается страница потребности/происходит загрузка страницы?",Техническая поддержка,1
419,Как обновить данные из контракта ГИС ЕИС для устранения ошибки РДИК_ИК_0008,Вопросы по базе знаний,0
420,Как изменить электронную подпись,Вопросы по базе знаний,0
421,Руководство пользователя для производителя (ПТК),Вопросы по базе знаний,0
422,Форма «Выбор ОКОПФ»,Вопросы по базе знаний,0
423,Форма «Подтверждения перехода к регистрации профиля» для ИП,Вопросы по базе знаний,0
424,Форма «Выбор действий пользователя физического лица»,Вопросы по базе знаний,0
425,Присоединится к бюджетной организации,Вопросы по базе знаний,0
426,Присоединится к ИП,Вопросы по базе знаний,0
427,Кто является Уполномоченным органом по нашему региону?,Вопросы по базе знаний,0
428,Некорректно указана дата заключения контракта,Техническая поддержка,1
429,Что такое оферта?,Вопросы по базе знаний,0
430,Добавление файла с техническим заданием в карточку котировочной сессии,Вопросы по базе знаний,0
431,Могут ли отличаться объем/характеристики в спецификации и размещенной документации в котировочной сессии?,Вопросы по базе знаний,0
432,В каких случаях победа переходит ко второму участнику котировочной сессии?,Вопросы по базе знаний,0
433,Как осуществляется прямая закупка на Портале поставщиков?,Вопросы по базе знаний,0
434,"Контракт подписан, но в региональной системе не отображен",Техническая поддержка,1
435,"Что делать, если не отображаются подписи в заключенном контракте?",Техническая поддержка,1
436,"Как создать котировочную сессию для региональных заказчиков, работающих напрямую на Портале поставщиков?",Вопросы по базе знаний,0
437,Какой срок рассмотрения заявок на создание новой позиции СТЕ или внесение изменений в действующую позицию СТЕ?,Вопросы по базе знаний,0
438,Кто может быть поставщиком на Портале поставщиков?,Вопросы по базе знаний,0
439,Сколько оферт можно подписать за один раз?,Вопросы по базе знаний,0
440,Как понять была ли совершена ставка от организации?,Вопросы по базе знаний,0
441,"Почему нет возможности выбора необходимого количества продукции при формировании УПД по контракту, имеющему электронное исполнение через оператора ЭДО Калуга Астрал?",Техническая поддержка,1
442,"Какие оферты отображаются у заказчика, работающего через Портал поставщиков?",Вопросы по базе знаний,0
443,Почему у заказчика не отображаются оферта по результатам котировочной сессии?,Техническая поддержка,1
444,Правила заполнения полей статистических кодов ОКТМО и ОКАТО при подаче заявки на регистрацию/изменение данных компании на Портале поставщиков,Вопросы по базе знаний,0
445,Как распечатать сведения об оферте?,Вопросы по базе знаний,0
446,"Как в УПД по контракту, имеющему электронное исполнение через ГИС ЕИС, заполнить строку 5а?",Вопросы по базе знаний,0
447,"Как обновить сведения о подписантах в Исполнении контрактов, электронно актируемых через ЕИС",Вопросы по базе знаний,0
448,Требования к рабочему месту пользователя уполномоченного органа,Вопросы по базе знаний,0
449,Требования к программному и техническому обеспечению и уровню подготовки пользователя,Вопросы по базе знаний,0
450,Как загрузить МЧД в профиль пользователя?,Вопросы по базе знаний,0
451,Какого формата должна быть МЧД?,Вопросы по базе знаний,0
452,Нужно ли прикладывать МЧД при подписании документов физическим лицом?,Вопросы по базе знаний,0
453,"Нужно ли мне прикреплять свою МЧД, если я генеральный директор фирмы и у меня своя ЭП?",Вопросы по базе знаний,0
454,"Нужно ли мне прикреплять свою МЧД, если я индивидуальный предприниматель и у меня своя ЭЦП?",Вопросы по базе знаний,0
455,"Нужно ли при формировании оферты, подписании контракта и УПД прикреплять МЧД?",Вопросы по базе знаний,0
456,Нужно ли срочно выпускать новую квалифицированную электронную подпись без МЧД?,Вопросы по базе знаний,0
457,"Нужно ли срочно перевыпускать квалифицированную электронную подпись с МЧД, если есть действующая?",Вопросы по базе знаний,0
458,Что такое МЧД?,Вопросы по базе знаний,0
459,Новая статья про котировочные сессии 1,Нерелевантный запрос,2
460,Как добавить фото или изображение в профиль пользователя?,Вопросы по базе знаний,0
461,Как узнать причину отклонения заявки на новую позицию СТЕ?,Вопросы по базе знаний,0
462,Регистрация пользователя без электронной подписи,Вопросы по базе знаний,0
463,"Как исправить ошибку РДИК_ИК_0005, если поставщик ИП?",Техническая поддержка,1
464,тест знания,Нерелевантный запрос,2
465,тест знания,Нерелевантный запрос,2
466,Тест,Нерелевантный запрос,2
467,Не сформировался контракт после подписания оферты по результатам котировочной сессии,Техническая поддержка,1
468,"Как исправить НДС в оферте, созданной по результатам котировочной сессии?",Вопросы по базе знаний,0
469,Как отправить СТЕ в архив?,Вопросы по базе знаний,0
470,Что такое СТЕ?,Вопросы по базе знаний,0
471,Куда обращаться при отклонении СТЕ?,Вопросы по базе знаний,0
472,Заказчик не видит приглашение по установлению связи в ЭДО,Техническая поддержка,1
473,Правила проведения котировочной сессии,Вопросы по базе знаний,0
474,Кто на Портале утверждает заявки на СТЕ?,Вопросы по базе знаний,0
475,Отказ от заключения контракта,Вопросы по базе знаний,0
476,Список аккредитованных Удостоверяющих центров,Вопросы по базе знаний,0
477,"У заказчика не отображается оферта, созданная по результатам котировочной сессии",Техническая поддержка,1
478,Требования к рабочему месту пользователя уполномоченного органа,Вопросы по базе знаний,0
479,Почему неактивны поля при заполнении заявки?,Техническая поддержка,1
480,Как указать несколько регионов при создании СТЕ,Вопросы по базе знаний,0
481,Как на Портале поставщиков можно найти и посмотреть информацию по заказчикам?,Вопросы по базе знаний,0
482,Наличие связи СТЕ-КТРУ. Актуализация СТЕ при внесении изменений в КТРУ,Вопросы по базе знаний,0
483,О соответствии условий и наименований,Вопросы по базе знаний,0
484,О наименовании медицинских изделий,Вопросы по базе знаний,0
485,Где и как формировать МЧД для сотрудника?,Вопросы по базе знаний,0
486,удалить этот черновик - нет изменений,Нерелевантный запрос,2
487,Некорректно указана дата окончания действия контракта,Техническая поддержка,1
488,Некорректно отображается основание заключения контракта,Техническая поддержка,1
489,Неверный статус контракта,Техническая поддержка,1
490,Как изменить наименование оферты?,Вопросы по базе знаний,0
491,Как подписать оферту?,Вопросы по базе знаний,0
492,Что должна содержать МЧД?,Вопросы по базе знаний,0
493,Кто утверждает новую СТЕ или вносит изменения в действующую позицию СТЕ?,Вопросы по базе знаний,0
494,Поставщик не выходит на связь после победы в котировочной сессии?,Вопросы по базе знаний,0
495,Как понять объявлена ли ставка участником котировочной сессии?,Вопросы по базе знаний,0
496,Заказчик не видит приглашение по установке связи в ЭДО,Техническая поддержка,1
497,Контракт не появился из внешней/региональной информационной системы,Техническая поддержка,1
498,Как отозвать отправленную на рассмотрение заявку на СТЕ?,Вопросы по базе знаний,0
499,Как ускорить срок рассмотрения заявки на создание новой позиции СТЕ или внесение изменений в действующую позицию СТЕ?,Вопросы по базе знаний,0
500,Как отредактировать характеристики в возвращенной на доработку СТЕ?,Вопросы по базе знаний,0
501,Как изменить характеристики в стандартной товарной единице?,Вопросы по базе знаний,0
502,Не присвоен оферте реестровый номер,Техническая поддержка,1
503,Как подать ценовое предложение?,Вопросы по базе знаний,0
504,"Определение победителя и заключение контракта с поставщиком, подавшим предложение в закупке по потребности",Вопросы по базе знаний,0
505,Статья,Нерелевантный запрос,2
506,Заявка отклонена с причиной «Предложена другая СТЕ»?,Вопросы по базе знаний,0
507,Как заполнить наименование,Вопросы по базе знаний,0
508,Заполнение характеристик СТЕ,Вопросы по базе знаний,0
509,Удаление оферты,Вопросы по базе знаний,0
510,Архивирование оферты,Вопросы по базе знаний,0
511,Регистрация пользователя без электронной подписи,Вопросы по базе знаний,0
512,Как изменить электронную подпись,Вопросы по базе знаний,0
513,Как зарегистрироваться на Портале поставщиков?,Вопросы по базе знаний,0
514,Регистрация пользователя с помощью электронной подписи,Вопросы по базе знаний,0
515,Регистрация пользователя без электронной подписи,Вопросы по базе знаний,0
516,"При регистрации возникает ошибка ""Этот логин уже используется другим пользователем. Пожалуйста, выберите другой""",Техническая поддержка,1
517,"Как регистрировать филиалы, представительства и иные обособленные подразделения?",Вопросы по базе знаний,0
518,Как прикрепить или изменить электронную подпись?,Вопросы по базе знаний,0
519,"""При прикреплении электронной подписи возникает ошибка ""Этот сертификат уже используется другим пользователем""",Техническая поддержка,1
520,"При прикреплении электронной подписи возникает ошибка ""Этот сертификат уже используются другим пользователем""",Техническая поддержка,1
521,Как удалить электронную подпись?,Вопросы по базе знаний,0
522,Как получить статус производителя?,Вопросы по базе знаний,0
523,Как проверить подлинность сертификата электронной подписи?,Вопросы по базе знаний,0
524,Какой пароль вводить при смене электронной подписи?,Вопросы по базе знаний,0
525,Как произвести настройку плагина КРИПТОПРО?,Вопросы по базе знаний,0
526,"Нужна ли МЧД руководителю, генеральному директору или директору?",Вопросы по базе знаний,0
527,Как заполнить раздел «Контактная информация» в профиле компании в случае отсутствия сайта?,Вопросы по базе знаний,0
528,Как заполнить раздел «Статистические коды» при подаче заявки на регистрацию компании?,Вопросы по базе знаний,0
529,Как заполнить поля с адресом при подаче заявки на регистрацию компании?,Вопросы по базе знаний,0
530,При заполнении заявки на регистрацию пользователя отсутствует поле Контактный телефон,Техническая поддержка,1
531,При подаче заявки на регистрацию компании возникает ошибка «Не заполнены поля «Банковский идентификационный код» и «Расчетный счет»,Техническая поддержка,1
532,Почему рядом с иконкой личного кабинета отображается фраза «Есть ограничения»?,Техническая поддержка,1
533,Как войти на Портал поставщиков по логину и паролю?,Вопросы по базе знаний,0
534,Как войти на Портал поставщиков после смены владельца сертификата электронной подписи?,Вопросы по базе знаний,0
535,Почему появляется капча?,Вопросы по базе знаний,0
536,Как восстановить доступ к личному кабинету на Портале поставщиков?,Вопросы по базе знаний,0
537,Не приходит временный пароль,Техническая поддержка,1
538,Не приходит временный пароль для восстановления доступа к личному кабинету,Техническая поддержка,1
539,Авторизация на Портале поставщиков с помощью учетной записи на mos.ru,Вопросы по базе знаний,0
540,При авторизации по электронной подписи возникает ошибка: «Ошибка вычисления подписи»,Техническая поддержка,1
541,При авторизации по электронной подписи возникает ошибка «Нет установленных сертификатов»,Техническая поддержка,1
542,При авторизации по электронной подписи возникает ошибка: «Не найден пользователь с указанным сертификатом»,Техническая поддержка,1
543,"При смене электронной почты появляется ошибка ""Этот E-mail уже используется другим пользователем. Пожалуйста, выберите другой""",Техническая поддержка,1
544,Как войти на Портал поставщиков по электронной подписи?,Вопросы по базе знаний,0
545,"Нужна ли МЧД руководителю, генеральному директору или директору?",Вопросы по базе знаний,0
546,Нужна ли МЧД директору филиала?,Вопросы по базе знаний,0
547,Нужна ли МЧД физическому лицу?,Вопросы по базе знаний,0
548,Нужна ли МЧД индивидуальному предпринимателю?,Вопросы по базе знаний,0
549,Где и как сформировать МЧД?,Вопросы по базе знаний,0
550,Как загрузить МЧД в профиль пользователя?,Вопросы по базе знаний,0
551,Какие полномочия должны быть в МЧД для работы на Портале?,Вопросы по базе знаний,0
552,При каких действиях на Портале поставщиков требуется МЧД и кому?,Вопросы по базе знаний,0
553,Что должна содержать МЧД?,Вопросы по базе знаний,0
554,"Какие отличия между сертификатами электронной подписи физического, юридического лица, а также индивидуального предпринимателя?",Вопросы по базе знаний,0
555,Сроки и основания блокировки на Портале поставщиков,Вопросы по базе знаний,0
556,"Если поставщик заблокирован на Портале поставщиков, будет ли он внесен в реестр недобросовестных поставщиков?",Вопросы по базе знаний,0
557,Как проверить причину блокировки личного кабинета?,Вопросы по базе знаний,0
558,Как понять кем произведена блокировка?,Вопросы по базе знаний,0
559,"Может ли поставщик, заблокированный на Портале поставщиков, выполнять ранее возникшие обязательства (подписывать оферты и заключать контракты)?",Вопросы по базе знаний,0
560,Как обжаловать блокировку на Портале поставщиков?,Вопросы по базе знаний,0
561,"Что делать, если срок блокировки истек, а личный кабинет заблокирован?",Техническая поддержка,1
562,Как изменить должность пользователя?,Вопросы по базе знаний,0
563,"Как узнать, заблокирован ли поставщик на Портале поставщиков?",Вопросы по базе знаний,0
564,Как скорректировать ФИО пользователя?,Вопросы по базе знаний,0
565,Как добавить фото или изображение в профиль пользователя?,Вопросы по базе знаний,0
566,Как изменить наименование организации на Портале поставщиков?,Вопросы по базе знаний,0
567,Как изменить контактную информацию организации на Портале поставщиков?,Вопросы по базе знаний,0
568,Как изменить юридической адрес организации на Портале поставщиков?,Вопросы по базе знаний,0
569,Как изменить банковские реквизиты организации или добавить новые на Портале поставщиков?,Вопросы по базе знаний,0
570,Как в банковских реквизитах установить параметр «Счет используется в контрактной системе»?,Вопросы по базе знаний,0
571,Как изменить сведения о компании?,Вопросы по базе знаний,0
572,Какие полномочия должны быть у пользователя для подачи заявки на изменение данных?,Вопросы по базе знаний,0
573,Как объединить профили организации?,Вопросы по базе знаний,0
574,Как перенести пользователя из одного профиля в другой?,Вопросы по базе знаний,0
575,При авторизации по электронной подписи появляется ошибка: «Сертификат не зарегистрирован»,Техническая поддержка,1
576,"Авторизация на Портале поставщиков, используя учетную запись на Едином портале торгов Московской области ЕАСУЗ",Вопросы по базе знаний,0
577,Как изменить электронную почту пользователя?,Вопросы по базе знаний,0
578,Как сменить пароль?,Вопросы по базе знаний,0
579,Авторизация на Портале поставщиков через ВТБ коннект,Вопросы по базе знаний,0
580,Как создать закупку из корзины?,Вопросы по базе знаний,0
581,Как проверить статус обращения в службу технической поддержки?,Вопросы по базе знаний,0
582,"Как проверить статус обращения, направленного в службу технической поддержки?",Вопросы по базе знаний,0
583,Как создать нового пользователя?,Вопросы по базе знаний,0
584,Как предоставить полномочия пользователю?,Вопросы по базе знаний,0
585,Кто является администратором компании?,Вопросы по базе знаний,0
586,Как удалить уведомления из личного кабинета?,Вопросы по базе знаний,0
587,"Как отключить уведомления, поступающие в личный кабинет?",Вопросы по базе знаний,0
588,"Как настроить уведомления, чтобы получать приглашения к участию в предстоящих котировочных сессиях и других закупках?",Вопросы по базе знаний,0
589,Не поступают уведомления в личный кабинет,Техническая поддержка,1
590,Как посмотреть полный текст уведомления?,Вопросы по базе знаний,0
591,Что такое котировочная сессия?,Вопросы по базе знаний,0
592,Кто может принять участие в котировочных сессиях?,Вопросы по базе знаний,0
593,Могут ли пользователи Портала поставщиков посмотреть данные об участниках котировочной сессии?,Вопросы по базе знаний,0
594,Кто является победителем котировочной сессии?,Вопросы по базе знаний,0
595,В каких случаях победа переходит к следующему за победителем участнику котировочной сессии?,Вопросы по базе знаний,0
596,Какие дальнейшие действия у поставщика после победы в котировочной сессии?,Вопросы по базе знаний,0
597,Почему победа в котировочной сессии перешла другому участнику?,Вопросы по базе знаний,0
598,Почему не получается сделать ставку в активной котировочной сессии?,Техническая поддержка,1
599,Можно ли отменить ставку в активной котировочной сессии?,Вопросы по базе знаний,0
600,Как включить функциональность «Автоторг»?,Вопросы по базе знаний,0
601,"Почему по окончании котировочной сессии появился другой победитель, если наша ставка лучшая?",Вопросы по базе знаний,0
602,При подписании оферты возникает ошибка,Техническая поддержка,1
603,Как подписать массово все оферты по итогам котировочных сессий?,Вопросы по базе знаний,0
604,Что означает статус в котировочной сессии «Идет обработка ставок. Возможна переторжка»?,Вопросы по базе знаний,0
605,Почему статус котировочной сессии “Снята с публикации”?,Вопросы по базе знаний,0
606,Почему статус котировочной сессии изменился на «Не состоялась»?,Вопросы по базе знаний,0
607,Почему не отображается страница активной котировочной сессии?,Техническая поддержка,1
608,Почему котировочная сессия продолжается после установленного срока ее окончания?,Техническая поддержка,1
609,"Окончание срока проведения котировочной сессии, подписание оферты и контракта выпадает на выходной день",Вопросы по базе знаний,0
610,Как понять объявлена ли ставка участником котировочной сессии?,Вопросы по базе знаний,0
611,"Оферты подписаны, но проект контракта не поступил в личный кабинет поставщику. Что делать?",Техническая поддержка,1
612,Порядок действий участника котировочной сессии в случае победы,Вопросы по базе знаний,0
613,Последствия неподписания победителем оферты или контракта (договора) по итогам котировочной сессии,Вопросы по базе знаний,0
614,"Как найти котировочную сессию, в которой поставщик принимал участие?",Вопросы по базе знаний,0
615,Что такое совместная котировочная сессия и чем она удобна?,Вопросы по базе знаний,0
616,Что такое закупка по потребностям?,Вопросы по базе знаний,0
617,Как определяется победитель закупки по потребностям?,Вопросы по базе знаний,0
618,Может ли поставщик отозвать свою оферту в закупке по потребностям?,Вопросы по базе знаний,0
619,Не получается подать оферту (ценовое предложение) в закупке по потребностям,Техническая поддержка,1
620,Появляется ошибка при подаче поставщиком предложения в закупке по потребности,Техническая поддержка,1
621,Не публикуется оферта (ценовое предложение) в закупке по потребности,Техническая поддержка,1
622,Как найти интересующую закупку по потребностям?,Вопросы по базе знаний,0
623,Почему при подачи ценового предложения в закупке по потребности перебрасывает на другой сайт?,Техническая поддержка,1
624,Какую цену необходимо указывать поставщику при подаче ценового предложения в закупке по потребности?,Вопросы по базе знаний,0
625,Как произвести настройку уведомлений в личном кабинете?,Вопросы по базе знаний,0
626,"Как удалить, заблокировать или разблокировать пользователя на Портале поставщиков?",Вопросы по базе знаний,0
